User,UserName,
Number,202401241928,
Material,,
Sample,,
area,,
length,,
size,,
strainRate,,
samplingRate,1,
testManner,,
driveBox,1,
motorSpeed,,
maxMotorSpeed,,
motorLength,,
maxMotorLength,,
motorCircle,,
sensorBox,1,
weighForce,,
maxWeighForce,,
CurrentTime,2024-01-24-19:28:52,
more,,
0.209,nan,0,0,
0.406,nan,0,0,
0.61,inf,0,0.841471,
0.813,inf,0,0.841471,
1.015,inf,0,1.81859,
1.221,inf,0,1.81859,
1.428,inf,0,1.81859,
1.624,inf,0,0.42336,
1.832,inf,0,0.42336,
2.031,inf,0,3.02721,
2.242,inf,0,3.02721,
2.438,inf,0,3.02721,
2.647,inf,0,4.79462,
2.843,inf,0,4.79462,
3.048,inf,0,1.67649,
3.25,inf,0,1.67649,
3.458,inf,0,1.67649,
3.656,inf,0,4.59891,
3.86,inf,0,4.59891,
4.063,inf,0,7.91487,
4.27,inf,0,7.91487,
4.47,inf,0,7.91487,
4.677,inf,0,3.70907,
4.878,inf,0,3.70907,
5.08,inf,0,5.44021,
5.284,inf,0,5.44021,
5.487,inf,0,5.44021,
0.197,inf,0,5.44021,
0.395,inf,0,5.44021,
0.598,inf,0,0.841471,
0.804,inf,0,0.841471,
1.008,inf,0,1.81859,
1.209,inf,0,1.81859,
1.412,inf,0,1.81859,
1.614,inf,0,0.42336,
1.823,inf,0,0.42336,
2.021,inf,0,3.02721,
2.223,inf,0,3.02721,
2.426,inf,0,3.02721,
2.631,inf,0,4.79462,
2.835,inf,0,4.79462,
3.041,inf,0,1.67649,
3.241,inf,0,1.67649,
3.444,inf,0,1.67649,
3.647,inf,0,4.59891,
3.85,inf,0,4.59891,
4.052,inf,0,7.91487,
4.26,inf,0,7.91487,
4.459,inf,0,7.91487,
4.666,inf,0,3.70907,
4.865,inf,0,3.70907,
5.074,inf,0,5.44021,
5.272,inf,0,5.44021,
5.476,inf,0,5.44021,
5.677,inf,0,10.9999,
5.883,inf,0,10.9999,
6.083,inf,0,6.43888,
6.286,inf,0,6.43888,
6.49,inf,0,5.46217,
6.693,inf,0,5.46217,
6.897,inf,0,5.46217,
7.1,inf,0,13.8685,
7.305,inf,0,13.8685,
7.509,inf,0,9.75432,
7.71,inf,0,9.75432,
7.916,inf,0,9.75432,
8.115,inf,0,4.60645,
8.322,inf,0,4.60645,
8.52,inf,0,16.3438,
8.724,inf,0,16.3438,
8.927,inf,0,16.3438,
9.134,inf,0,13.5178,
9.334,inf,0,13.5178,
9.541,inf,0,2.84767,
9.743,inf,0,2.84767,
9.949,inf,0,2.84767,
10.148,inf,0,18.2589,
10.353,inf,0,18.2589,
10.553,inf,0,17.5698,
10.756,inf,0,17.5698,
10.958,inf,0,17.5698,
11.168,inf,0,0.194729,
11.364,inf,0,0.194729,
11.568,inf,0,19.4631,
11.773,inf,0,19.4631,
11.974,inf,0,19.4631,
12.181,inf,0,21.7339,
12.387,inf,0,21.7339,
12.583,inf,0,3.30879,
12.788,inf,0,3.30879,
12.993,inf,0,19.8265,
13.197,inf,0,19.8265,
0.209,nan,0,0,
0.406,nan,0,0,
0.61,inf,0,0.841471,
0.813,inf,0,0.841471,
1.015,inf,0,1.81859,
1.221,inf,0,1.81859,
1.428,inf,0,1.81859,
1.624,inf,0,0.42336,
1.832,inf,0,0.42336,
2.031,inf,0,3.02721,
2.242,inf,0,3.02721,
2.438,inf,0,3.02721,
2.647,inf,0,4.79462,
2.843,inf,0,4.79462,
3.048,inf,0,1.67649,
3.25,inf,0,1.67649,
3.458,inf,0,1.67649,
3.656,inf,0,4.59891,
3.86,inf,0,4.59891,
4.063,inf,0,7.91487,
4.27,inf,0,7.91487,
4.47,inf,0,7.91487,
4.677,inf,0,3.70907,
4.878,inf,0,3.70907,
5.08,inf,0,5.44021,
5.284,inf,0,5.44021,
5.487,inf,0,5.44021,
0.197,inf,0,5.44021,
0.395,inf,0,5.44021,
0.598,inf,0,0.841471,
0.804,inf,0,0.841471,
1.008,inf,0,1.81859,
1.209,inf,0,1.81859,
1.412,inf,0,1.81859,
1.614,inf,0,0.42336,
1.823,inf,0,0.42336,
2.021,inf,0,3.02721,
2.223,inf,0,3.02721,
2.426,inf,0,3.02721,
2.631,inf,0,4.79462,
2.835,inf,0,4.79462,
3.041,inf,0,1.67649,
3.241,inf,0,1.67649,
3.444,inf,0,1.67649,
3.647,inf,0,4.59891,
3.85,inf,0,4.59891,
4.052,inf,0,7.91487,
4.26,inf,0,7.91487,
4.459,inf,0,7.91487,
4.666,inf,0,3.70907,
4.865,inf,0,3.70907,
5.074,inf,0,5.44021,
5.272,inf,0,5.44021,
5.476,inf,0,5.44021,
5.677,inf,0,10.9999,
5.883,inf,0,10.9999,
6.083,inf,0,6.43888,
6.286,inf,0,6.43888,
6.49,inf,0,5.46217,
6.693,inf,0,5.46217,
6.897,inf,0,5.46217,
7.1,inf,0,13.8685,
7.305,inf,0,13.8685,
7.509,inf,0,9.75432,
7.71,inf,0,9.75432,
7.916,inf,0,9.75432,
8.115,inf,0,4.60645,
8.322,inf,0,4.60645,
8.52,inf,0,16.3438,
8.724,inf,0,16.3438,
8.927,inf,0,16.3438,
9.134,inf,0,13.5178,
9.334,inf,0,13.5178,
9.541,inf,0,2.84767,
9.743,inf,0,2.84767,
9.949,inf,0,2.84767,
10.148,inf,0,18.2589,
10.353,inf,0,18.2589,
10.553,inf,0,17.5698,
10.756,inf,0,17.5698,
10.958,inf,0,17.5698,
