User,UserName,
Number,202401241001,
Material,iron,
Sample,square,
area,1,
length,1,
size,1,
strainRate,1,
samplingRate,101,
testManner,压缩,
driveBox,1,
motorSpeed,1.00,
maxMotorSpeed,1.00,
motorLength,1.00,
maxMotorLength,1.00,
motorCircle,1.00,
sensorBox,3,
weighForce,1.00,
maxWeighForce,1.00,
CurrentTime,2024-01-24-10:01:52,
more,1,
0.201,0,0.201,0,
0.402,0,0.402,0,
0.607,1,0.607,0.841471,
0.809,1,0.809,0.841471,
1.013,2,1.013,1.81859,
1.216,2,1.216,1.81859,
1.421,2,1.421,1.81859,
1.62,3,1.62,0.42336,
1.826,3,1.826,0.42336,
2.026,4,2.026,3.02721,
2.234,4,2.234,3.02721,
2.432,4,2.432,3.02721,
2.638,5,2.638,4.79462,
2.841,5,2.841,4.79462,
3.046,6,3.046,1.67649,
3.247,6,3.247,1.67649,
3.451,6,3.451,1.67649,
3.654,7,3.654,4.59891,
3.856,7,3.856,4.59891,
4.058,8,4.058,7.91487,
4.262,8,4.262,7.91487,
4.464,8,4.464,7.91487,
4.667,9,4.667,3.70907,
4.87,9,4.87,3.70907,
5.073,10,5.073,5.44021,
5.276,10,5.276,5.44021,
5.482,10,5.482,5.44021,
5.685,11,5.685,10.9999,
5.887,11,5.887,10.9999,
6.09,12,6.09,6.43888,
6.296,12,6.296,6.43888,
6.495,13,6.495,5.46217,
6.701,13,6.701,5.46217,
6.902,13,6.902,5.46217,
7.108,14,7.108,13.8685,
7.307,14,7.307,13.8685,
7.512,15,7.512,9.75432,
7.714,15,7.714,9.75432,
7.921,15,7.921,9.75432,
8.12,16,8.12,4.60645,
8.327,16,8.327,4.60645,
8.527,17,8.527,16.3438,
8.735,17,8.735,16.3438,
8.935,17,8.935,16.3438,
9.139,18,9.139,13.5178,
9.339,18,9.339,13.5178,
9.545,19,9.545,2.84767,
9.747,19,9.747,2.84767,
