User,,
Number,202402221658,
Material,,
Sample,,
area,,
length,,
size,,
strainRate,,
samplingRate,2,
testManner,,
driveBox,1,
motorSpeed,,
maxMotorSpeed,,
motorLength,,
maxMotorLength,,
motorCircle,,
sensorBox,2,
weighForce,,
maxWeighForce,,
CurrentTime,2024-02-22-16:58:46,
more,,
0.553889,-0.21,
1.09944,-0.2099,
1.55972,-0.2213,
2.04861,-0.2425,
2.60056,-0.2381,
3.055,-0.2156,
3.56278,-0.2095,
4.10389,-0.2173,
4.68806,-0.2436,
5.12167,-0.2627,
5.66639,-0.2659,
6.17167,-0.2616,
6.64972,-0.2598,
7.08417,-0.2509,
7.65111,-0.2393,
8.19917,-0.2117,
8.59639,-0.2259,
9.15611,-0.2771,
9.69611,-0.2671,
10.2219,-0.246,
10.6997,-0.2165,
11.2128,-0.2091,
11.755,-0.2154,
12.2161,-0.2404,
